"date","reproduction_rate","metric","mobility_change_from_baseline"
"2020-06-12",0.96,"2",-18
"2020-06-12",0.96,"3",4
"2020-06-13",0.99,"4",-6
"2020-06-13",0.99,"5",0
"2020-06-13",0.99,"6",117
"2020-06-13",0.99,"1",-14
"2020-06-13",0.99,"2",10
"2020-06-13",0.99,"3",0
"2020-06-14",0.99,"4",7
"2020-06-14",0.99,"5",-2
"2020-06-14",0.99,"6",170
"2020-06-14",0.99,"1",-13
"2020-06-14",0.99,"2",13
"2020-06-14",0.99,"3",-1
"2020-06-15",0.96,"4",11
"2020-06-15",0.96,"5",5
"2020-06-15",0.96,"6",219
"2020-06-15",0.96,"1",-14
"2020-06-15",0.96,"2",-18
"2020-06-15",0.96,"3",3
"2020-06-16",0.98,"4",11
"2020-06-16",0.98,"5",8
"2020-06-16",0.98,"6",237
"2020-06-16",0.98,"1",-12
"2020-06-16",0.98,"2",-17
"2020-06-16",0.98,"3",2
"2020-06-17",1.01,"4",8
"2020-06-17",1.01,"5",5
"2020-06-17",1.01,"6",205
"2020-06-17",1.01,"1",-12
"2020-06-17",1.01,"2",-17
"2020-06-17",1.01,"3",3
"2020-06-18",1.03,"4",9
"2020-06-18",1.03,"5",5
"2020-06-18",1.03,"6",206
"2020-06-18",1.03,"1",-16
"2020-06-18",1.03,"2",-18
"2020-06-18",1.03,"3",2
"2020-06-19",1.03,"4",-1
"2020-06-19",1.03,"5",0
"2020-06-19",1.03,"6",127
"2020-06-19",1.03,"1",-20
"2020-06-19",1.03,"2",-19
"2020-06-19",1.03,"3",3
"2020-06-20",1.03,"4",-7
"2020-06-20",1.03,"5",1
"2020-06-20",1.03,"6",91
"2020-06-20",1.03,"1",-16
"2020-06-20",1.03,"2",6
"2020-06-20",1.03,"3",0
"2020-06-21",1.06,"4",6
"2020-06-21",1.06,"5",-2
"2020-06-21",1.06,"6",136
"2020-06-21",1.06,"1",-16
"2020-06-21",1.06,"2",8
"2020-06-21",1.06,"3",-1
"2020-06-22",1.11,"4",14
"2020-06-22",1.11,"5",5
"2020-06-22",1.11,"6",163
"2020-06-22",1.11,"1",-16
"2020-06-22",1.11,"2",-21
"2020-06-22",1.11,"3",3
"2020-06-23",1.06,"4",13
"2020-06-23",1.06,"5",8
"2020-06-23",1.06,"6",267
"2020-06-23",1.06,"1",-10
"2020-06-23",1.06,"2",-19
"2020-06-23",1.06,"3",0
"2020-06-24",1.01,"4",10
"2020-06-24",1.01,"5",4
"2020-06-24",1.01,"6",244
"2020-06-24",1.01,"1",-10
"2020-06-24",1.01,"2",-18
"2020-06-24",1.01,"3",2
"2020-06-25",0.95,"4",12
"2020-06-25",0.95,"5",8
"2020-06-25",0.95,"6",288
"2020-06-25",0.95,"1",-11
"2020-06-25",0.95,"2",-19
"2020-06-25",0.95,"3",1
"2020-06-26",0.91,"4",1
"2020-06-26",0.91,"5",0
"2020-06-26",0.91,"6",288
"2020-06-26",0.91,"1",-14
